Subtitle,Subtítulo
"Products Qty Limit","Limite de Quantidade de Produtos"
"If more than 2 then slider is activated","Se mais de 2, o controle deslizante é ativado"
"Select CMS Block","Selecione o Bloco CMS"
"Please note. Some CMS blocks can break confirmation popup. We recommend to select mobile view optimized blocks.","Observe. Alguns blocos CMS podem quebrar o pop-up de confirmação. Recomendamos selecionar blocos otimizados de visualização móvel."
"Visual Options","Opções Visuais"
"Background Color","Cor de Fundo"
"Product Name Color","Cor do Nome do Produto"
"Text Color","Cor do Texto"
"Button Text Color","Cor do Texto do Botão"
"Continue Button Color","Cor do Botão Continuar"
"View Cart Button Color","Cor do Botão Ver Carrinho"
"The requested qty is not available","A quantidade solicitada não está disponível"
"There are no source items with the in stock status", "Não há itens de origem com o status Em Estoque"

