"All records that been stored for the longer period will be automatically removed from the Cookie Consent Log and your database.","Todos os registros armazenados por um período mais longo serão automaticamente removidos do Registro de Consentimento do Cookie e de seu banco de dados."
"Cookie Bar Customization","Personalizar a Barra de Cookie"
"Cookie Bar Style","Estilo da Barra de Cookie"
"Classic Bar","Barra Clássica"
"Cookie Bar Location","Localização da Barra de Cookie"
"Notification Text","Texto de Notificação"
"You can use any HTML-tags in this field. Please, mind the security.","Você pode usar qualquer tag HTML neste campo. Por favor, cuide da segurança."
"Background Color","Cor de Fundo"
"Policy Text Color","Cor do Texto da Política"
"Links Color","Cor dos Links"
"Accept Button","Botão Aceitar"
"Button Name","Nome do Botão"
"Button Color","Cor do Botão"
"Button Color on Hover","Cor do Botão (Hover)"
"Text Color","Cor do Texto"
"Text Color on Hover","Cor do Texto (Hover)"
"Decline Button","Botão Recusar"
Enable,Habilitar
"Custom Settings Button","Botão de Configurações Personalizadas"
"Cookie Group Title Text Color","Cor do Texto do Título do Grupo de Cookies"
"Cookie Group Description Text Color","Cor do Texto da Descrição do Grupo de Cookies"
"Allow All Button","Permitir Botão Tudo"
"Customer Id","ID Cliente"
"Customer Name","Nome do Cliente"
"Customer Email","Email do Cliente"
"Ip Address","Endereço IP"
Website,Website
Date,Data
"Consent Status","Status de Consentimento"
Back,Voltar
Settings,Configurações
Enabled,Habilitado
Description,Descrição
"Cookie Group","Grupo de Cookie"
"Is Essential","é Essencial"
"Cookie Group Name","Nome do Grupo de Cookies"
"Assigned Cookies","Cookies Atribuídos"
"Sort Order","Ordem de Classificação"
"Sort Order of cookie groups in the cookie bar.","Classificar a Ordem dos grupos de cookies na barra de cookies."
"Add New Group","Adicionar Novo Grupo"
"Delete Cookie Groups","Excluir Grupos de Cookies"
"Are you sure you want to delete selected cookie groups?","Tem certeza de que deseja excluir os grupos de cookies selecionados?"
ID,ID
"Is Enabled","Está Habilitado"
Edit,Editar
"Add New Cookie","Adicionar Novo Cookie"
"Select Cookie Group..","Selecione o Grupo de Cookies.."
"Delete Cookies","Excluir Cookies"
"Are you sure you want to delete selected cookies?","Tem certeza que deseja excluir os cookies selecionados?"
"You saved your cookie settings!","Você salvou as suas configurações de cookies!"
